Identity number	Search word	Text in German	Text in English	Meaning	Displayed meaning	Effective type	Write-protect entry for screens	Variable name	Header or table section?	Change-row EFOP	Insert-row-before-EFOP	Insert-row-after EFOP	Delete-row-before-EFOP	Delete-row-after-EFOP	Select-row EFOP	Move-rows-before EFOP	Move-row validation EFOP	Move-rows-to EFOP	Cancel screen EFOP	Exit screen EFOP	Enter screen EFOP	End of screen EFOP	Screen number	Screen validation EFOP	Footer	Button (after) EFOP	Button (before) EFOP	Exit field EFOP	Field filled EFOP	Field validation EFOP
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Anzahl Zeilen im Tabellenteil	Number of rows in the table section	I7	always read-only	itozeilen	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zu archivierendes Dokument	Document to be archived	DV	always read-only	itdateiarchivieren	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Drucken	Print	BU14	editable	itbudruck	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Drucken	Print	BU8	editable	itbudruck2	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Infosystem	Infosystem	BU14	editable	itbuinfosys	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Markierte Zeile	Selected row	I5	editable	itmarkiertzn	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Identnummer	Identity number	N65	always read-only	itnum65	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Identnummer	Identity number	NK65	always read-only	itnummer	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Identnummer	Identity number	NL65	always read-only	itnummerb	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Suchwort	Search word	SW65	always read-only	itsuch65	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Suchwort	Search word	SWK65	always read-only	itsuch	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Suchwort	Search word	SWL65	always read-only	itsuchb	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Arbeitsbereich	Workspace	GLU20	always read-only	iearb	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Rang des Arbeitsbereiches	Ranking of workspace	IP5	always read-only	ierangarb	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbank	Database	A35	always read-only	iedatname	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbank	Database	A35	always read-only	iedn	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datenbank	Database	AN35	always read-only	iedatnr	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenvektor	Group vector	IP9	always read-only	iegrp	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenliste	Group list	GL85	always read-only	iegrliste	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppennamenliste	List with names of groups	GL40	always read-only	iegrtxt	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenauswahl	Group selection	BU3	editable	iegrausw	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Berichtskopf	Header	GL200	editable	iebkopf	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Berichtsfuß	Footer	GL200	editable	iebfuss	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenkopf	Group header	GL200	editable	iegrkopf	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Gruppenfuß	Group footer	GL200	editable	iegrfuss	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Tabelle	Table	GL200	editable	ietab	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Berichtstyp	Report type	A82	always read-only	iebtyp	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Ausgabetyp	Output type	A83	always read-only	ieatyp	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Ausgabegerät	Output device	GL20	always read-only	ieageraet	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Ausgabeparameter	Output parameter	GL100	always read-only	ieaparam	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Maximale Anzahl von Tabellenzeilen	Maximum number of table rows	IP5	editable	iemaxlines	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Anzahl der Stufen, die sofort geöffnet werden	Number of levels which are opened immediately	IP4	always read-only	ieanzstufen	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Infosystem hat Baumansicht?	Infosystem has tree view?	B	always read-only	ietreeview	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Rückfrage bei Abbruch?	Query when cancelling?	B	always read-only	ieabbrfrage	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Maskennummer	Screen number	I9	always read-only	iemaskennr	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Titel	Title	GL	always read-only	ismenuetitel	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zeilennummer als vorausgewählter Menüeintrag	Line number as preselected menu entry	IP9	always read-only	ismenuevorauswahl	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Soll Menüvorauswahl sofort benutzt werden?	Should menu preselection be used immediately?	B	always read-only	ismenuesofort	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Markierten Menüeintrag auswählen	Select selected menu entry	BU3	editable	ismenueokay	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Menüauswahl abbrechen	Cancel menu selection	BU3	editable	ismenueabbruch	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Dialogendeaktion	End of dialog action	A328	always read-only	iskmenueendeaktion	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Text für Rückfrage bei Abbruch	Text for query when cancelling	GL80	editable	isabbrfragetxt	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Infosystem-Stammsatz	Infosystem - Master Record	P65:1	always read-only	isisref	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Selektionsstring	Selection string	GL	editable	isselect	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Auswahlkriterien	Selection criteria	GL100	always read-only	isauswahl	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Stufe	Level	IP3	always read-only	isstufe	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Startbutton	Start button	BU3	editable	isbstart	No												la/LUMLVOR.ME		10003			is/HOL.LISTE	la/LUMLVOR.EV			
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Datum, Uhrzeit	Date, time	GD19	always read-only	isstartzeit	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Beginn Reservefelder für Kopfteil	Start of user-defined fields for the header section	K1	Field hidden	itresstart06502	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Selektionsleiste	Selection bar	BU3	editable	isbselect	No												la/LUMLVOR.ME		10003			la/LUMLVOR.EV				
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Selektionsleiste	Selection bar	B	editable	isselektion	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Dateiverweis auf das Icon für "Kritisch"	File reference to the icon for "Critical"	DV1	always read-only	isrot	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Status "Kritisch"	Status "Critical"	DVS1	always read-only	isrotz	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Dateiverweis auf das Icon für "Vorgänger kritisch"	File reference to the icon for "Predecessor critical"	DV1	always read-only	isgelb	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Status "Vorgänger kritisch"	Status "Predecessor critical"	DVS1	always read-only	isgelbz	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Dateiverweis auf das Icon für "Unkritisch"	File reference to the icon for "Not critical"	DV1	always read-only	isgruen	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Status "Unkritisch"	Status "Uncritical"	DVS1	always read-only	isgruenz	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Anfangstermin von	Start date from	GD	editable	isvon	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Anfangstermin bis	Start date to	GD	editable	isbis	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Nur kritische Vorgänge anzeigen	Only display critical processes	B	editable	iskrit	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Basisartikel	Base product	P2:9	editable	iskbasisartikel	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Bezeichnung Basisartikel	Base product description	PT2:9	always read-only	iskbezbasisartikel	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Artikel	Product	P2:1.2.4.5	editable	iskart	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Artikelbeschreibung	Product description	PT2:1.2.4.5	always read-only	iskartname	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Spediteur	Forwarder	P1:1.2	editable	iskkl	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Lieferantenname	Supplier name	PT1:1.2	always read-only	iskklname	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Toleranz in Kalendertagen	Tolerance in calendar days	IP2	editable	istol	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zugangslagergruppe	Receiving warehouse group	PS39:2	editable	isklgruppe	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zugangslagergruppe	Receiving warehouse group	PT39:2	always read-only	isklgruppename	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Abgangslagergruppe	Issuing warehouse group	PS39:2	editable	iskablgruppe	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Abgangslagergruppe	Issuing warehouse group	PT39:2	always read-only	iskablgruppename	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	ID eines bereits geöffneten Fensters	ID of an already opened window	GL40	always read-only	ismaskplan	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Disponent	Buyer	P11:1	editable	isbetreuer	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Disponent	Buyer	PT11:1	always read-only	isnamebetreuer	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Projekt Zugang	Receipt project	PS86:1	editable	iskprojekt	No												la/LUMLVOR.ME		10003					la/LUMLVOR.EV		
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Projekt Zugang	Receipt project	PT86:1	always read-only	iskprojektname	No												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zeilen-ID	Row ID	TZN	always read-only	ittabnr	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zeilen-ID	Row ID	IDZ65:2	always read-only	itzid	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Laufende Zeilennummer	Consecutive row number	I7	always read-only	itzn	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Drucken	Print	BU14	editable	itbudruck	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Drucken	Print	BU8	editable	itbudruck2	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Infosystem	Infosystem	BU14	editable	itbuinfosys	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Zeile markiert?	Row selected?	B	editable	itmarkiert	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Markierungsordnung	Selection order	I5	editable	itmarkierung	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Stufe innerhalb des Baums	Level within the tree	IP4	always read-only	istbaumstufe	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Status des Baumelementes	Status of tree element	A102	always read-only	istbaumstat	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Baum auf-/zuklappen	Expand/Collapse tree	BU3	editable	istbaumaufzu	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Bezeichnung des Baumelementes	Component description	GL254	always read-only	istbaumtext	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Tooltipp	Tooltip	GL254	always read-only	istbauminfo	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Symbol (Dateiname)	Symbol (File name)	DV1	always read-only	istbaumicon	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Symbol	Symbol	DVS1	always read-only	istbaumiconz	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Ist Menüeintrag ausführbar?	Can menu entry be executed?	B	always read-only	istmenuemoeglich	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Ist Menüeintrag eingeschaltet?	Has menu entry been activated?	B	always read-only	istmenuean	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Dialogendeaktion	End of dialog action	A328	always read-only	istmenueendeaktion	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Beginn Reservefelder für Tabellenteil	Start of user-defined fields for the table section	K1	Field hidden	ittresstart06502	Yes												la/LUMLVOR.ME		10003							
10003	LUMLVOR	Umlagerungsvorschläge	Relocation suggestions	Basisartikel	Base product	P2:9	always read-only	isbasisartikel	Yes												la/LUMLVOR.ME		10003							
